Symbol	Location
PAK7	Nucleus
WFDC2	Cytosol
MIB1	Nucleus
ASB9	Nucleus
CD99L2	Golgi apparatus
SRPX2	Cytoskeleton
SYTL4	Nucleus
KIAA0226L	Cytosol
FNDC3A	Endoplasmic Reticulum
SGCG	Nucleus
NUTF2	Cytoskeleton
CBLN1	Endoplasmic Reticulum
CCDC113	Nucleus
NECAB2	Cytosol
UBE2I	Cytosol
C16orf62	Mitochondrion
RAB11A	Cytoskeleton
CSPP1	Cytoskeleton
STK3	Cytosol
PYCRL	Nucleus
NEFM	Cytosol
MAP4K1	Nucleus
CGB	Cytosol
OAZ1	Cytoskeleton
ATP5SL	Mitochondrion
PLIN3	Cytosol
ICAM4	Nucleus
GLTSCR2	Nucleus
ICAM5	Nucleus
DDX49	Nucleus
TMEM59L	Nucleus
LSR	Nucleus
WDR91	Nucleus
DFNA5	Cytosol
GRB10	Nucleus
FAM188B	Cytosol
RARRES2	Cytosol
AGR2	Cytosol
FSD1L	Cytoskeleton
TRIM14	Nucleus
CA9	Cytosol
TRDMT1	Nucleus
C10orf54	Nucleus
SPOCK2	Nucleus
OBFC1	Nucleus
DNAJC12	Nucleus
EFNB3	Nucleus
SLC9A3R1	Cytoskeleton
WHSC1	Nucleus
STIM2	Cytosol
RAPGEF2	Nucleus
FAM149A	Nucleus
C11orf63	Nucleus
SUV420H1	Nucleus
NRXN2	Nucleus
GALNT18	Mitochondrion
ATP5B	Mitochondrion
SLC6A12	Golgi apparatus
PRR4	Cytosol
UHRF1BP1L	Plasma membrane
GNPTAB	Cytosol
ENO2	Nucleus
AL021546.6	Mitochondrion
COL12A1	Nucleus
UST	Mitochondrion
CD83	Cytosol
BAG2	Nucleus
AIM1	Nucleus
CCND3	Cytosol
GLTSCR1L	Nucleus
TMEM30A	Mitochondrion
WISP3	Endoplasmic Reticulum
ERBB2IP	Nucleus
PDE4D	Nucleus
LIFR	Nucleus
C9	Cytosol
SELK	Nucleus
HGD	Nucleus
AMOTL2	Cytoskeleton
PRKAR2A	Golgi apparatus
NPRL2	Cytosol
GBE1	Nucleus
SSR3	Cytosol
NEK4	Nucleus
PIKFYVE	Nucleus
ITGA4	Golgi apparatus
GCG	Golgi apparatus
PLCD4	Nucleus
SOS1	Nucleus
GPX7	Nucleus
WRAP73	Nucleus
ATP5F1	Nucleus
LEPR	Cytosol
NCF2	Nucleus
RGS4	Endoplasmic Reticulum
KLHL12	Cytoskeleton
RAB29	Nucleus
ARTN	Mitochondrion
DIEXF	Nucleus
PLPPR5	Nucleus
NENF	Nucleus
MESDC2	Nucleus
ATF6	Cytosol
KLF7	Golgi apparatus
C1orf54	Cytosol
TMEM5	Nucleus
STBD1	Cytosol
MFSD1	Nucleus
LDAH	Nucleus
TJP2	Cytosol
PIGZ	Cytosol
PPP2R4	Nucleus
FKBP1B	Cytoskeleton
CFAP58	Nucleus
CPN1	Nucleus
PANK3	Nucleus
CD274	Cytosol
LRP11	Mitochondrion
SLC10A7	Nucleus
TGFBI	Cytosol
CCDC53	Cytosol
KIAA0922	Nucleus
ADGRB2	Cytoskeleton
POLR3GL	Nucleus
TNFSF10	Cytoskeleton
XPNPEP2	Golgi apparatus
PLG	Cytosol
ODF2L	Mitochondrion
CNTFR	Golgi apparatus
C7orf49	Golgi apparatus
PLAU	Cytosol
BICC1	Nucleus
C19orf43	Nucleus
PDE1B	Nucleus
SMUG1	Cytoskeleton
METTL21B	Nucleus
ADCK4	Mitochondrion
SNX21	Cytoskeleton
RIOK1	Nucleus
DOK4	Cytoskeleton
CLYBL	Cytosol
GRK4	Cytosol
MSTO1	Nucleus
C20orf195	Nucleus
PLGLB2	Cytosol
ERGIC3	Nucleus
KIRREL2	Cytosol
BECN1	Cytoskeleton
PCNXL4	Cytosol
WDR60	Cytoskeleton
CPSF3L	Nucleus
PPCS	Nucleus
TSPAN8	Nucleus
FGFRL1	Nucleus
EMC1	Cytoskeleton
SHFM1	Cytosol
STYXL1	Nucleus
ZFP36	Cytosol
APOL3	Nucleus
APOL2	Nucleus
EMC4	Plasma membrane
PODXL	Cytoskeleton
CCDC136	Nucleus
LRRC17	Nucleus
C15orf57	Nucleus
FAM63B	Nucleus
KNSTRN	Cytosol
FAM64A	Nucleus
KLK10	Cytosol
C19orf80	Nucleus
PVRL2	Nucleus
GADD45G	Nucleus
XPO7	Nucleus
NCAN	Cytoskeleton
MLLT4	Nucleus
SCO2	Nucleus
ATPIF1	Mitochondrion
THEMIS2	Golgi apparatus
MPP1	Nucleus
FBP2	Nucleus
RGN	Nucleus
ULBP3	Cytoskeleton
LATS1	Nucleus
RAB11FIP4	Cytosol
GALNT15	Plasma membrane
ZCCHC9	Cytoskeleton
VIMP	Endoplasmic Reticulum
ACTR10	Nucleus
CARD6	Cytosol
ITGB4	Nucleus
DLG4	Cytosol
KIAA0907	Nucleus
ARHGEF11	Golgi apparatus
MTL5	Nucleus
INADL	Cytosol
SPG20	Cytosol
EPSTI1	Cytosol
STARD13	Nucleus
SUV420H2	Nucleus
GIMAP6	Nucleus
IMPA1	Nucleus
MICALCL	Nucleus
C14orf1	Nucleus
C14orf159	Cytosol
NUMB	Cytosol
EIF2S1	Nucleus
TRPM1	Nucleus
GSTM1	Mitochondrion
GSTM5	Mitochondrion
GSTM3	Nucleus
LPIN1	Nucleus
ECHDC3	Nucleus
IL15RA	Cytosol
AGO4	Nucleus
TPGS2	Nucleus
HAVCR2	Nucleus
P2RX4	Cytosol
CCDC64	Nucleus
LACE1	Cytosol
STX11	Nucleus
RAB11FIP5	Cytoskeleton
DYSF	Cytoskeleton
SLC9A5	Nucleus
PCNXL2	Endoplasmic Reticulum
EGLN1	Cytosol
ARMC9	Nucleus
MRPS9	Nucleus
KIAA1033	Nucleus
ZDHHC4	Nucleus
TM6SF1	Cytoskeleton
GYPC	Cytosol
KIAA0368	Nucleus
TMOD1	Cytosol
KIF12	Mitochondrion
TINAG	Cytosol
BPHL	Nucleus
CPEB2	Nucleus
PRKRIR	Nucleus
SORL1	Nucleus
TRPC6	Nucleus
PPP2R1B	Nucleus
SQRDL	Mitochondrion
CASC5	Nucleus
STRA6	Nucleus
CYP19A1	Cytosol
TTLL7	Cytosol
CCBL2	Nucleus
IFT172	Cytosol
ABCG5	Nucleus
TMEM180	Golgi apparatus
PLA2G12B	Cytosol
ZNF365	Cytoskeleton
ADAMTS14	Cytosol
RPS24	Nucleus
AOX1	Nucleus
FASTKD1	Nucleus
HECW2	Nucleus
VWA9	Nucleus
LARP1B	Nucleus
FRAS1	Nucleus
ANXA3	Cytosol
PPA2	Nucleus
KIAA1644	Cytosol
FAM60A	Nucleus
C1RL	Cytosol
TMTC3	Cytoskeleton
AMDHD1	Cytoskeleton
NUP58	Mitochondrion
CCDC65	Cytoskeleton
SLAIN1	Nucleus
CDH24	Nucleus
RAB15	Cytoskeleton
KCNH5	Mitochondrion
FBLN5	Cytosol
C14orf79	Nucleus
COMMD4	Nucleus
MESDC1	Cytosol
IGF1R	Cytosol
CELF6	Cytosol
ST8SIA2	Cytoskeleton
EFTUD1	Cytosol
SH3GL3	Cytosol
RHOT2	Cytosol
CIRH1A	Nucleus
CTRL	Nucleus
GAREM	Nucleus
GREB1L	Nucleus
C18orf8	Nucleus
SLC14A1	Cytosol
RPTOR	Nucleus
CBLN2	Endoplasmic Reticulum
FAM134C	Nucleus
PNMT	Cytosol
STAC2	Nucleus
FKBP10	Cytosol
ATHL1	Cytosol
IFNAR1	Cytosol
TRPM2	Nucleus
EMP3	Nucleus
ADAMTS10	Cytosol
C19orf52	Nucleus
IGLON5	Nucleus
EPHA2	Cytosol
BCL10	Nucleus
SYPL2	Nucleus
ITGA10	Endoplasmic Reticulum
PVRL4	Plasma membrane
RGS5	Cytosol
XPR1	Endoplasmic Reticulum
PRUNE	Cytosol
FAM63A	Nucleus
SEMA6C	Endoplasmic Reticulum
GOLPH3L	Nucleus
ATP8B2	Golgi apparatus
SLC39A1	Cytosol
C1orf131	Nucleus
RP5-862P8.2	Cytosol
PLEKHA6	Cytoskeleton
SYT2	Cytosol
SLC20A1	Cytosol
KIAA1715	Nucleus
TMEFF2	Cytoskeleton
NYAP2	Nucleus
FAM134A	Cytosol
MYH15	Nucleus
VPRBP	Nucleus
ECE2	Nucleus
USP53	Nucleus
MARCH1	Mitochondrion
LHFPL2	Cytoskeleton
COMMD10	Cytosol
TIMD4	Cytosol
FARS2	Plasma membrane
CDKAL1	Cytosol
DCDC2	Nucleus
PLA2G7	Cytosol
RARS2	Nucleus
SHPRH	Mitochondrion
SLC22A3	Nucleus
GBAS	Mitochondrion
C7orf43	Cytoskeleton
AGBL3	Nucleus
TMEM27	Endoplasmic Reticulum
ACRC	Cytosol
CXorf57	Cytoskeleton
CSGALNACT1	Cytoskeleton
PROSC	Cytosol
WHSC1L1	Nucleus
VLDLR	Cytoskeleton
HIATL1	Nucleus
FAM73B	Cytosol
C9orf142	Nucleus
FAM188A	Nucleus
C10orf11	Nucleus
INA	Nucleus
SYT8	Nucleus
CCDC81	Plasma membrane
AASDHPPT	Mitochondrion
CSRP2BP	Cytosol
CNTN5	Cytosol
N6AMT2	Cytosol
MIA2	Endoplasmic Reticulum
CCT5	Nucleus
C11orf57	Cytosol
UBC	Nucleus
GPR158	Cytosol
SCLT1	Cytosol
QTRTD1	Nucleus
INPP1	Cytoskeleton
C5orf28	Nucleus
ATP5A1	Mitochondrion
PDK1	Nucleus
IGSF10	Nucleus
SPARCL1	Endoplasmic Reticulum
STK32B	Cytoskeleton
NRSN1	Nucleus
MCOLN2	Cytoskeleton
FAM134B	Nucleus
TOMM70A	Mitochondrion
ABI3BP	Nucleus
FAM167A	Endoplasmic Reticulum
CCSAP	Nucleus
GBP5	Endoplasmic Reticulum
TCEB1	Plasma membrane
JAM2	Cytosol
ATP5J	Mitochondrion
ADAMTS1	Cytosol
PTPRN2	Plasma membrane
GRAMD3	Nucleus
C10orf12	Nucleus
FZD7	Nucleus
SPAG17	Nucleus
DPY19L4	Cytosol
C14orf2	Nucleus
MTERF3	Nucleus
NPTN	Mitochondrion
HIAT1	Cytosol
C1orf27	Nucleus
SUSD3	Nucleus
DSCR3	Mitochondrion
CREB3L1	Cytosol
C9orf91	Cytosol
SLC37A3	Cytosol
GAREML	Cytosol
TNFRSF14	Cytosol
BRE	Cytosol
PPP1R9A	Nucleus
C11orf30	Nucleus
NDUFS2	Nucleus
GART	Nucleus
C1QC	Cytosol
CYB5R1	Nucleus
STARD9	Cytosol
TNFRSF13C	Nucleus
SLC37A1	Nucleus
ICOSLG	Mitochondrion
C21orf2	Nucleus
ITGB2	Cytosol
ST6GALNAC6	Nucleus
PCSK7	Nucleus
PAQR6	Nucleus
MYL3	Cytosol
C5orf45	Cytosol
MEIOB	Nucleus
C16orf59	Nucleus
CCDC64B	Cytosol
FAM151A	Nucleus
SEPN1	Cytosol
PDPN	Cytosol
UBXN10	Nucleus
NBPF20	Cytosol
PIGR	Nucleus
PEX13	Cytosol
C2orf47	Mitochondrion
C2orf44	Nucleus
ADCK3	Mitochondrion
SLC16A14	Cytosol
INHBB	Nucleus
CDC42EP3	Nucleus
FAM175A	Nucleus
APOA1BP	Nucleus
SLC22A15	Cytosol
TRIM46	Cytosol
ARPC2	Golgi apparatus
KIAA1524	Cytosol
SGOL2	Nucleus
SLC2A2	Nucleus
C3orf17	Nucleus
C4orf36	Cytosol
TIPARP	Nucleus
SMIM14	Mitochondrion
C3orf67	Nucleus
IL17RC	Cytoskeleton
TM4SF18	Nucleus
RYK	Nucleus
PLB1	Cytosol
IFT122	Nucleus
C4orf3	Cytosol
GUCY1A3	Nucleus
NPY1R	Nucleus
SERINC5	Nucleus
ERAP2	Mitochondrion
MB21D1	Cytosol
T	Nucleus
C7orf60	Cytosol
C7orf62	Nucleus
C7orf55	Mitochondrion
KIAA1429	Nucleus
KIAA0196	Nucleus
KIAA1161	Mitochondrion
TMEM65	Nucleus
DDX26B	Mitochondrion
C10orf10	Nucleus
FAM175B	Cytosol
ENOX2	Nucleus
C9orf9	Mitochondrion
KIAA1462	Cytosol
PRAP1	Nucleus
TRUB1	Cytoskeleton
SLC39A13	Cytosol
CCDC38	Nucleus
KCNC2	Cytosol
SCN3B	Nucleus
RP11-382A20.3	Nucleus
NGFRAP1	Cytosol
KIAA0430	Golgi apparatus
KIAA0101	Cytoskeleton
ANPEP	Nucleus
XRCC6BP1	Cytosol
C15orf48	Mitochondrion
CCDC178	Nucleus
C15orf43	Nucleus
MEI1	Nucleus
TRUB2	Cytosol
ATP5L	Mitochondrion
ENTHD2	Nucleus
PPP2R3B	Endoplasmic Reticulum
CA4	Cytosol
NFKBID	Mitochondrion
CTB-50L17.10	Nucleus
NXN	Golgi apparatus
GLOD4	Nucleus
SERPINF2	Nucleus
CYB5D2	Nucleus
ICT1	Nucleus
ATP5H	Nucleus
TMEM99	Cytosol
C11orf84	Nucleus
ENTPD3	Cytosol
LTBP3	Nucleus
KIF5C	Nucleus
ACOX2	Mitochondrion
KLHL30	Cytoskeleton
TXNDC2	Nucleus
TNXB	Cytosol
SDPR	Cytosol
MTCL1	Nucleus
TRAPPC11	Nucleus
NDUFS5	Nucleus
LDLRAD4	Nucleus
GSTM4	Mitochondrion
ADAL	Cytoskeleton
NSG1	Mitochondrion
TMEM150A	Nucleus
SLC35G2	Cytosol
TMEM129	Cytosol
ATP5I	Mitochondrion
AR	Mitochondrion
CHST14	Cytosol
CCDC126	Nucleus
RP11-231C14.4	Nucleus
ARL13B	Cytosol
CXCL8	Golgi apparatus
LUZP1	Cytosol
TPST1	Cytosol
HMP19	Golgi apparatus
SIK2	Golgi apparatus
C14orf142	Nucleus
TCAF2	Endoplasmic Reticulum
SDR9C7	Nucleus
C14orf169	Nucleus
TMEM133	Endoplasmic Reticulum
PPM1D	Endoplasmic Reticulum
MINA	Nucleus
PLA2G1B	Cytosol
NUDT6	Cytoskeleton
PRKCDBP	Plasma membrane
TSNARE1	Nucleus
CCBL1	Nucleus
C10orf35	Nucleus
LRRC8D	Nucleus
DSCAM	Nucleus
ENC1	Cytosol
CAMTA1	Nucleus
RNMTL1	Mitochondrion
FRMD5	Golgi apparatus
PRL	Cytosol
MBOAT1	Mitochondrion
CLEC7A	Nucleus
MYEOV2	Nucleus
PDE3A	Cytosol
FAM21C	Nucleus
ADRBK1	Cytosol
C10orf131	Nucleus
AHSA2	Cytoskeleton
KIAA1919	Cytoskeleton
SNCG	Golgi apparatus
C1QA	Golgi apparatus
EHBP1L1	Nucleus
GMPPB	Nucleus
CXorf23	Nucleus
CNP	Nucleus
SPTBN2	Cytosol
USMG5	Mitochondrion
C12orf66	Mitochondrion
PIGG	Nucleus
DIRC1	Cytosol
ATP2A2	Nucleus
SLC26A9	Nucleus
C4orf32	Golgi apparatus
PDZK1	Endoplasmic Reticulum
GRAMD2	Nucleus
EIF3F	Nucleus
DPP10	Nucleus
LIPT2	Cytoskeleton
LRRN1	Cytosol
AIM1L	Nucleus
DLEU1	Cytosol
HSD11B2	Cytosol
RNPEP	Nucleus
C8orf4	Nucleus
C8G	Endoplasmic Reticulum
SLC38A9	Nucleus
PDDC1	Nucleus
CASKIN2	Nucleus
PTRF	Plasma membrane
GSG2	Nucleus
PVRL3	Cytoskeleton
ZNF620	Plasma membrane
FAM26E	Golgi apparatus
SH2B1	Cytosol
NSUN3	Nucleus
DHFRL1	Mitochondrion
FAM132B	Endoplasmic Reticulum
FAM101A	Nucleus
PFAS	Nucleus
TMTC2	Cytosol
C10orf67	Nucleus
RP11-111M22.2	Nucleus
ZCCHC5	Nucleus
SHARPIN	Nucleus
LACC1	Nucleus
BBS10	Nucleus
PNPLA1	Cytoskeleton
KCTD4	Cytoskeleton
C17orf104	Plasma membrane
FAM73A	Mitochondrion
ZDHHC20	Mitochondrion
ARSJ	Nucleus
CUEDC1	Mitochondrion
OFCC1	Nucleus
WASH1	Cytosol
TMEM45A	Cytoskeleton
C5orf30	Nucleus
PNMAL1	Nucleus
MXRA7	Nucleus
C2orf82	Nucleus
SLC35D3	Cytoskeleton
PAPPA	Cytosol
RGS7	Nucleus
PLGLB1	Cytosol
SEP15	Nucleus
CECR6	Nucleus
JRKL	Cytosol
C10orf107	Nucleus
UTP11L	Nucleus
SFXN4	Cytosol
MARCH11	Cytosol
FAM101B	Cytosol
LHFP	Nucleus
C1orf64	Nucleus
AC138969.4	Nucleus
SETD8	Nucleus
LRTOMT	Nucleus
FAM132A	Cytosol
RFX6	Nucleus
WBP5	Nucleus
RAB11B	Cytoskeleton
WBSCR17	Nucleus
C14orf80	Nucleus
SMYD3	Golgi apparatus
C19orf68	Nucleus
PDIA2	Nucleus
PCYT2	Cytoskeleton
UBL4B	Mitochondrion
GNG2	Golgi apparatus
ENTPD5	Cytosol
RP11-195F19.5	Nucleus
SESTD1	Cytosol
EPOR	Cytosol
COL4A1	Nucleus
THSD4	Nucleus
SEMA4D	Endoplasmic Reticulum
ZCCHC16	Nucleus
TMEM256-PLSCR3	Mitochondrion
C17orf99	Cytosol
C1orf204	Nucleus
S100A3	Nucleus
PLA2G2A	Nucleus
ZNF669	Nucleus
FAM92A1	Mitochondrion
SERPINA5	Mitochondrion
NCCRP1	Mitochondrion
C15orf52	Nucleus
LDOC1L	Nucleus
PTAR1	Cytoskeleton
LRRK2	Nucleus
UTS2B	Mitochondrion
RELN	Plasma membrane
HN1	Nucleus
SPOCK3	Nucleus
TMEM63A	Cytoskeleton
SEMA4A	Nucleus
SRGAP3	Nucleus
CD55	Cytoskeleton
ELAVL3	Cytosol
C20orf96	Nucleus
HBG2	Cytosol
CD47	Golgi apparatus
LAMB3	Nucleus
SRGAP1	Nucleus
ZNF138	Cytosol
ANXA6	Nucleus
ZMYM1	Cytoskeleton
ARRDC1	Nucleus
SLC6A17	Nucleus
PCNXL3	Cytosol
ZNF785	Nucleus
SLC22A4	Nucleus
PDGFA	Cytoskeleton
SPN	Golgi apparatus
MYO5A	Cytoskeleton
C5orf56	Mitochondrion
SERPINB2	Golgi apparatus
CFAP43	Nucleus
CFD	Plasma membrane
C9orf173	Cytosol
FAM118B	Cytosol
ADAMTSL2	Nucleus
NKIRAS1	Cytoskeleton
RP11-347C12.1	Nucleus
HIBCH	Nucleus
RP11-566K11.2	Cytoskeleton
FKBP1C	Cytoskeleton
TCAF1	Nucleus
FAM179B	Nucleus
SLC5A3	Cytosol
CDC42BPB	Nucleus
RCSD1	Nucleus
BRINP2	Nucleus
SELM	Nucleus
OSTC	Nucleus
C9orf114	Nucleus
MT-CO3	Nucleus
METTL10	Nucleus
NHSL2	Mitochondrion
GPRIN2	Nucleus
TMEM57	Cytosol
DFNB59	Mitochondrion
C6orf25	Golgi apparatus
ZSCAN5CP	Nucleus
PPP1R11	Nucleus
PTCHD2	Nucleus
GNB2L1	Nucleus
DCTN1	Cytosol
LGR4	Cytoskeleton
HTN3	Cytosol
LYRM5	Cytoskeleton
HN1L	Cytosol
C11orf31	Nucleus
GSTM2	Nucleus
GPC2	Nucleus
TMEM110	Cytosol
NCKIPSD	Cytosol
DDAH2	Cytosol
HBE1	Cytosol
ITGA1	Endoplasmic Reticulum
GANC	Nucleus
CBWD7	Plasma membrane
MUC5AC	Cytosol
TEX40	Nucleus
NBPF1	Cytosol
C17orf89	Mitochondrion
FAM195B	Cytosol
LINC00493	Nucleus
C9orf172	Cytosol
RP11-1212A22.4	Nucleus
GPX1	Cytosol
RP11-166B2.1	Nucleus
SHISA9	Endoplasmic Reticulum
FAM231A	Cytosol
C9orf69	Nucleus
C2orf61	Nucleus
GVQW1	Mitochondrion
ATP5J2	Nucleus
ATP5O	Mitochondrion
PCDHGC4	Golgi apparatus
RGAG4	Nucleus
C7orf73	Mitochondrion
EFNA4	Nucleus
UPK3B	Nucleus
TTC4	Nucleus
ZMYM6NB	Nucleus
MARS2	Cytosol
ADH1C	Nucleus
ATP5J2-PTCD1	Mitochondrion
ATP5L2	Mitochondrion
XXbac-BPG246D15.9	Nucleus
KIAA1456	Nucleus
RP5-877J2.1	Plasma membrane
GPR162	Cytoskeleton
SEPP1	Nucleus
RP11-385D13.1	Cytosol
PTX4	Cytosol
CTC-534A2.2	Nucleus
RP11-849H4.2	Nucleus
RP11-108K14.8	Mitochondrion
RP11-468E2.1	Golgi apparatus
MPV17L2	Cytosol
DPP3	Nucleus
GLYATL1P3	Golgi apparatus
RP11-80H18.3	Nucleus
TRAPPC2P1	Nucleus
DYX1C1	Cytosol
CTD-3074O7.11	Cytoskeleton
RP11-73M18.2	Nucleus
AP003419.11	Nucleus
RP11-762I7.5	Nucleus
MAP1LC3B2	Cytoskeleton
RNASE12	Cytoskeleton
RP11-574F21.3	Nucleus
RP11-192H23.4	Nucleus
RP11-108O10.8	Endoplasmic Reticulum
CTD-2135J3.4	Nucleus
RP11-407N17.3	Endoplasmic Reticulum
RP11-298I3.5	Plasma membrane
RP11-1035H13.3	Endoplasmic Reticulum
RP11-529K1.3	Nucleus
RP11-343C2.11	Cytoskeleton
TEN1-CDK3	Cytosol
RP13-1032I1.10	Mitochondrion
FAM58A	Nucleus
NBPF11	Cytosol
OTUD7B	Nucleus
RP13-582O9.6	Nucleus
RP11-219A15.1	Nucleus
NBPF15	Cytosol
CTD-2006C1.13	Nucleus
RP11-793H13.10	Nucleus
CTB-60B18.6	Cytosol
RP5-1052I5.2	Mitochondrion
AC024592.12	Mitochondrion
NBPF12	Cytosol
FAM231B	Cytosol
CTD-2207O23.3	Cytosol
CTD-3105H18.16	Nucleus
FAM231C	Cytosol
AC003006.7	Nucleus
CTD-2521M24.10	Nucleus
CTD-2192J16.24	Nucleus
NBPF9	Cytosol
AC004754.3	Nucleus
RP11-514P8.7	Nucleus
NBPF14	Cytosol
AC240274.1	Cytosol
NBPF19	Cytosol
NBPF10	Cytosol
FAM231D	Cytosol
NBPF26	Cytosol
CTC-432M15.3	Cytosol
C17orf96	Nucleus
WBSCR16	Nucleus
AC145212.2	Cytoskeleton
RP5-864K19.6	Mitochondrion
SGK223	Nucleus
CH507-9B2.5	Nucleus
RP11-449H3.3	Nucleus
CH507-152C13.3	Nucleus
ABC7-42404400C24.1	Golgi apparatus
FP325331.1	Nucleus
AL356585.2	Nucleus
AC006449.2	Cytosol
RP11-294C11.3	Cytoskeleton
FO538757.2	Cytosol
AL589743.1	Cytosol
AC104073.2	Nucleus
AC104057.1	Nucleus
AC245100.1	Nucleus
AC009950.1	Nucleus
RP11-717K11.2	Cytosol
AC241585.2	Nucleus
AC241377.2	Nucleus
RP1-179P9.3	Golgi apparatus
RP11-231C18.3	Nucleus
PTPN3	Cytosol
SEPTIN14	Cytosol
JAKMIP1	Cytosol
TNFSF14	Cytosol
SRSF1	Cytosol
OTOP1	Plasma membrane
CCSAP	Cytosol
MIS12	Endoplasmic Reticulum
ATP8B3	Cytosol
DYNAP	Golgi apparatus
ZDHHC12	Golgi apparatus
HLA-DOA	Endosome
NMD3	Cytosol
BRINP1	Cytosol
TMEM150B	Plasma membrane
PRKAR2A	Cytosol
TPPP	Golgi apparatus
B3GALT4	Golgi apparatus
NAALAD2	Plasma membrane
OLR1	Mitochondrion
CHKA	Cytosol
TMEM59	Endosome
PSMA6	Cytosol
RASEF	Nucleus
LRP6	Plasma membrane
GNAT3	Cytosol
BBS5	Cytosol
YIF1B	Endoplasmic Reticulum
FILIP1L	Cytosol
IFT80	Cytosol
UBE2Q2	Cytosol
ASB8	Cytosol
TBPL2	Cytosol
ZP4	Endoplasmic Reticulum
TM6SF1	Lysosome
TSKS	Cytosol
ARIH1	Cytosol
PDZD4	Cytosol
RFXANK	Cytosol
GUCY2D	Endoplasmic Reticulum
MPPE1	Endoplasmic Reticulum
SRP19	Cytosol
QARS1	Cytosol
FNIP2	Lysosome
PIWIL3	Cytosol
LRRC4	Plasma membrane
FBXO9	Cytosol
SH3RF1	Nucleus
MTMR9	Cytosol
SCN4A	Plasma membrane
NEDD1	Cytosol
SLC28A3	Plasma membrane
SLC39A8	Plasma membrane
SLC22A9	Plasma membrane
FASTKD2	Nucleus
ADIPOR1	Plasma membrane
ABI3	Cytosol
ILVBL	Endoplasmic Reticulum
TENM4	Plasma membrane
H2BC8	Nucleus
H2BC6	Nucleus
B9D1	Cytosol
CCM2	Cytosol
CEP41	Cytosol
UNC5D	Plasma membrane
SMTN	Cytosol
TMEM174	Endoplasmic Reticulum
CTNNB1	Cytosol
TUBB	Cytosol
HSCB	Peroxisome
VIL1	Cytosol
VPREB1	Endoplasmic Reticulum
NPR2	Plasma membrane
MAP9	Cytosol
CR2	Plasma membrane
LIMS2	Nucleus
PIK3C3	Cytoskeleton
CTNNA1	Cytosol
DAZAP2	Cytosol
PLAAT3	Plasma membrane
ARL14	Cytosol
ZDHHC14	Endoplasmic Reticulum
PALM3	Cytosol
PPIC	Cytosol
SRP14	Cytosol
MCF2	Cytosol
OPN1MW2	Plasma membrane
AC009779.3	Lysosome
TLCD3B	Golgi apparatus
TMEM135	Mitochondrion
ALDH1A2	Cytosol
THBS4	Endoplasmic Reticulum
ADAP2	Cytosol
TUBA3D	Cytosol
REEP3	Endoplasmic Reticulum
XRRA1	Cytosol
ID1	Cytosol
RANBP3	Cytosol
AIF1L	Cytosol
SPRR2D	Cytosol
ABCG8	Plasma membrane
MTMR14	Cytosol
GNA12	Plasma membrane
AKTIP	Cytosol
ARMCX3	Mitochondrion
CCIN	Nucleus
SLC37A3	Endoplasmic Reticulum
SLC2A7	Plasma membrane
MAGEA2	Nucleus
IL36B	Cytosol
GBP1	Cytosol
SLC12A7	Plasma membrane
CASS4	Cytosol
LRRC32	Plasma membrane
PPP2CB	Cytosol
NFATC1	Cytosol
CALML6	Cytosol
VPS35L	Endosome
TP53RK	Cytosol
KPTN	Lysosome
MRM2	Mitochondrion
TMEM14A	Mitochondrion
PIAS3	Cytosol
ACOT1	Cytosol
TUBA3C	Cytosol
CCDC50	Mitochondrion
PLD2	Plasma membrane
HSD17B14	Cytosol
APOBEC3D	Cytosol
NAT2	Cytosol
CDK5RAP2	Cytosol
SPAG8	Cytosol
ACTA1	Cytosol
MYMK	Plasma membrane
PTCH1	Plasma membrane
TNFRSF17	Nucleus
SPICE1	Cytosol
OR11A1	Plasma membrane
KRTCAP2	Endoplasmic Reticulum
OR14J1	Plasma membrane
ALKBH6	Cytosol
ROCK1	Cytosol
CAMSAP3	Cytosol
CLVS1	Golgi apparatus
CEP43	Cytosol
ATP6V1B2	Endoplasmic Reticulum
NEIL1	Cytosol
TMEM95	Cytosol
CEMIP2	Plasma membrane
MYRF	Endoplasmic Reticulum
PDE1B	Cytosol
TMEM88	Plasma membrane
SNRPB	Cytosol
MID2	Cytosol
TSPAN14	Plasma membrane
CLCN2	Plasma membrane
KIFBP	Cytosol
CRBN	Cytosol
CEP85L	Cytosol
HAUS8	Cytosol
MCPH1	Cytosol
SEPTIN4	Cytosol
ENKUR	Endoplasmic Reticulum
ARMCX6	Mitochondrion
DNAJC15	Mitochondrion
H2AC4	Nucleus
AZI2	Cytosol
CCDC62	Cytosol
MYH2	Cytosol
CEP135	Cytosol
KCNA2	Plasma membrane
PYCR2	Cytosol
PI4K2A	Golgi apparatus
TMIGD2	Plasma membrane
TRIM31	Cytosol
ACKR3	Nucleus
HLA-DRA	Plasma membrane
HNRNPK	Cytosol
SEMA6D	Cytosol
C16orf92	Plasma membrane
BCL2L2-PABPN1	Mitochondrion
MPP5	Golgi apparatus
SH3BP4	Nucleus
MINK1	Cytosol
PLN	Endoplasmic Reticulum
DNAJB1	Cytosol
C11orf24	Plasma membrane
SLC10A7	Plasma membrane
BRI3	Lysosome
OR2J2	Plasma membrane
LY6G6F	Plasma membrane
RNF144A	Plasma membrane
SPRR2G	Cytosol
SLC51A	Endoplasmic Reticulum
TCTE3	Cytosol
