symbol	kegg_terms
INSL3	Neuroactive ligand-receptor interaction,Relaxin signaling pathway
MC3R	Neuroactive ligand-receptor interaction
MC4R	Neuroactive ligand-receptor interaction
MC5R	Neuroactive ligand-receptor interaction
MLN	Neuroactive ligand-receptor interaction
NMB	Neuroactive ligand-receptor interaction
NMBR	Neuroactive ligand-receptor interaction
NPY1R	Neuroactive ligand-receptor interaction,Regulation of lipolysis in adipocytes,cAMP signaling pathway
NPY2R	Neuroactive ligand-receptor interaction
NPY5R	Neuroactive ligand-receptor interaction
NTS	Neuroactive ligand-receptor interaction
OPRD1	Neuroactive ligand-receptor interaction,Sphingolipid signaling pathway,cGMP-PKG signaling pathway
OPRK1	Neuroactive ligand-receptor interaction
OPRL1	Neuroactive ligand-receptor interaction
OXT	Neuroactive ligand-receptor interaction,Oxytocin signaling pathway,cAMP signaling pathway
P2RY1	Neuroactive ligand-receptor interaction,Platelet activation,Rap1 signaling pathway,Taste transduction
P2RY4	Neuroactive ligand-receptor interaction,Taste transduction
P2RY6	Neuroactive ligand-receptor interaction
P2RY11	Neuroactive ligand-receptor interaction
PRLH	Neuroactive ligand-receptor interaction
GAL	Neuroactive ligand-receptor interaction
RXFP3	Neuroactive ligand-receptor interaction,Relaxin signaling pathway
PENK	Neuroactive ligand-receptor interaction
S1PR5	Neuroactive ligand-receptor interaction,Sphingolipid signaling pathway
PMCH	Neuroactive ligand-receptor interaction
P2RY13	Neuroactive ligand-receptor interaction
PPY	Neuroactive ligand-receptor interaction
AVPR2	Neuroactive ligand-receptor interaction,Phospholipase D signaling pathway,Vasopressin-regulated water reabsorption
NMUR2	Neuroactive ligand-receptor interaction
PYY	Neuroactive ligand-receptor interaction
CHRNA10	Neuroactive ligand-receptor interaction
SLURP1	Neuroactive ligand-receptor interaction
PTGDR	Neuroactive ligand-receptor interaction
PTGIR	Neuroactive ligand-receptor interaction,Platelet activation,Vascular smooth muscle contraction
PTH2R	Neuroactive ligand-receptor interaction
HRH4	Neuroactive ligand-receptor interaction
RXFP1	Neuroactive ligand-receptor interaction,Relaxin signaling pathway
RLN1	Neuroactive ligand-receptor interaction,Relaxin signaling pathway
RLN2	Neuroactive ligand-receptor interaction,Relaxin signaling pathway
NPFFR1	Neuroactive ligand-receptor interaction
SSTR4	Neuroactive ligand-receptor interaction
BRS3	Neuroactive ligand-receptor interaction
TAC1	Neuroactive ligand-receptor interaction
TAC3	Neuroactive ligand-receptor interaction
THRA	Neuroactive ligand-receptor interaction,Thyroid hormone signaling pathway
THRB	Neuroactive ligand-receptor interaction,Thyroid hormone signaling pathway
TRH	Neuroactive ligand-receptor interaction
UCN	Neuroactive ligand-receptor interaction
VIP	Neuroactive ligand-receptor interaction,cAMP signaling pathway
VIPR1	Neuroactive ligand-receptor interaction
VIPR2	Neuroactive ligand-receptor interaction,cAMP signaling pathway
CALCA	Neuroactive ligand-receptor interaction,Vascular smooth muscle contraction
CALCB	Neuroactive ligand-receptor interaction,Vascular smooth muscle contraction
GLRA3	Neuroactive ligand-receptor interaction
TAAR8	Neuroactive ligand-receptor interaction
MCHR2	Neuroactive ligand-receptor interaction
GALR3	Neuroactive ligand-receptor interaction
NPFF	Neuroactive ligand-receptor interaction
GALR2	Neuroactive ligand-receptor interaction
TAAR5	Neuroactive ligand-receptor interaction
LPAR2	Neuroactive ligand-receptor interaction,PI3K-Akt signaling pathway,Pathogenic Escherichia coli infection,Pathways in cancer,Phospholipase D signaling pathway,Rap1 signaling pathway,Regulation of actin cytoskeleton
GPR50	Neuroactive ligand-receptor interaction
TAAR2	Neuroactive ligand-receptor interaction
GLP2R	Neuroactive ligand-receptor interaction
P2RY14	Neuroactive ligand-receptor interaction
ZNF274	Neurotrophin signaling pathway
BEX3	Neurotrophin signaling pathway
ARHGDIA	Neurotrophin signaling pathway,Vasopressin-regulated water reabsorption
ARHGDIB	Neurotrophin signaling pathway,Vasopressin-regulated water reabsorption
MAGED1	Neurotrophin signaling pathway
CLCN3	Neutrophil extracellular trap formation
CLCN4	Neutrophil extracellular trap formation
CLCN5	Neutrophil extracellular trap formation
ELANE	Neutrophil extracellular trap formation,Systemic lupus erythematosus,Transcriptional misregulation in cancer
PADI4	Neutrophil extracellular trap formation
SIGLEC9	Neutrophil extracellular trap formation
AZU1	Neutrophil extracellular trap formation
XRCC6	Non-homologous end-joining
DCLRE1C	Non-homologous end-joining,Primary immunodeficiency
XRCC4	Non-homologous end-joining
NHEJ1	Non-homologous end-joining
ALK	Non-small cell lung cancer,PD-L1 expression and PD-1 checkpoint pathway in cancer,Pathways in cancer
DTX2	Notch signaling pathway
DTX3L	Notch signaling pathway
DTX1	Notch signaling pathway
ATXN1L	Notch signaling pathway,Pathways of neurodegeneration - multiple diseases,Spinocerebellar ataxia
ATXN1	Notch signaling pathway,Pathways of neurodegeneration - multiple diseases,Spinocerebellar ataxia
TLE1	Notch signaling pathway,Wnt signaling pathway
TLE2	Notch signaling pathway,Wnt signaling pathway
TLE3	Notch signaling pathway,Wnt signaling pathway
TLE4	Notch signaling pathway,Wnt signaling pathway
CETN2	Nucleotide excision repair
ERCC8	Nucleotide excision repair,Ubiquitin mediated proteolysis
ERCC6	Nucleotide excision repair
RAD23A	Nucleotide excision repair,Protein processing in endoplasmic reticulum
RAD23B	Nucleotide excision repair,Protein processing in endoplasmic reticulum
XPA	Nucleotide excision repair,Platinum drug resistance
XPC	Nucleotide excision repair
OR5I1	Olfactory transduction
OR52E2	Olfactory transduction
OR52J3	Olfactory transduction
OR51A7	Olfactory transduction
OR51S1	Olfactory transduction
OR51F2	Olfactory transduction
OR4C46	Olfactory transduction
OR4B1	Olfactory transduction
OR52M1	Olfactory transduction
OR52K2	Olfactory transduction
OR5P2	Olfactory transduction
OR8I2	Olfactory transduction
OR2D3	Olfactory transduction
OR2D2	Olfactory transduction
OR52W1	Olfactory transduction
OR56A4	Olfactory transduction
OR10P1	Olfactory transduction
OR10AD1	Olfactory transduction
OR10A7	Olfactory transduction
OR4L1	Olfactory transduction
OR11H6	Olfactory transduction
GAR1	Olfactory transduction,Phototransduction,Ribosome biogenesis in eukaryotes,cAMP signaling pathway,cGMP-PKG signaling pathway
OR7D4	Olfactory transduction
OR1M1	Olfactory transduction
OR1I1	Olfactory transduction
OR10H4	Olfactory transduction
OR2M5	Olfactory transduction
OR2M3	Olfactory transduction
OR2T12	Olfactory transduction
OR14C36	Olfactory transduction
OR2T34	Olfactory transduction
OR2T10	Olfactory transduction
OR2T4	Olfactory transduction
OR10J5	Olfactory transduction
OR2AJ1	Olfactory transduction
OR2B11	Olfactory transduction
OR10T2	Olfactory transduction
OR6P1	Olfactory transduction
OR10Z1	Olfactory transduction
OR6K6	Olfactory transduction
OR6N1	Olfactory transduction
OR2Y1	Olfactory transduction
OR9A2	Olfactory transduction
OR2A14	Olfactory transduction
OR6B1	Olfactory transduction
OR2F2	Olfactory transduction
OR13C5	Olfactory transduction
OR13C8	Olfactory transduction
OR13C3	Olfactory transduction
OR13C4	Olfactory transduction
OR13F1	Olfactory transduction
OR1L8	Olfactory transduction
OR1N2	Olfactory transduction
OR1N1	Olfactory transduction
OR52I2	Olfactory transduction
OR52I1	Olfactory transduction,Olfactory transduction
OR51E1	Olfactory transduction
OR10A5	Olfactory transduction
OR2AG1	Olfactory transduction
OR6B3	Olfactory transduction
OR1Q1	Olfactory transduction
OR7D2	Olfactory transduction
OR56B4	Olfactory transduction
OR8U1	Olfactory transduction
OR4C6	Olfactory transduction
OR5D14	Olfactory transduction
OR5D18	Olfactory transduction
OR8K5	Olfactory transduction
OR5T2	Olfactory transduction
OR8H1	Olfactory transduction
OR8J1	Olfactory transduction
OR5M8	Olfactory transduction
OR8B12	Olfactory transduction
OR10G9	Olfactory transduction
OR6T1	Olfactory transduction
OR4D5	Olfactory transduction
OR6Q1	Olfactory transduction
OR9Q1	Olfactory transduction
OR9Q2	Olfactory transduction
OR1S2	Olfactory transduction
OR10Q1	Olfactory transduction
OR5B17	Olfactory transduction
OR5B21	Olfactory transduction
OR5A2	Olfactory transduction
OR5A1	Olfactory transduction
OR4D6	Olfactory transduction
OR4D11	Olfactory transduction
OR52A1	Olfactory transduction
OR6C74	Olfactory transduction
OR6C3	Olfactory transduction
OR2T6	Olfactory transduction
OR1L4	Olfactory transduction
OR4C3	Olfactory transduction
OR4S1	Olfactory transduction
OR1C1	Olfactory transduction
OR1A2	Olfactory transduction
OR2B6	Olfactory transduction
OR1J4	Olfactory transduction
OR2L2	Olfactory transduction
OR2K2	Olfactory transduction
OR7A17	Olfactory transduction
OR5L2	Olfactory transduction
OR5K1	Olfactory transduction
OR5H1	Olfactory transduction
OR10J1	Olfactory transduction
OR8B8	Olfactory transduction
OR10A3	Olfactory transduction
OR10D3	Olfactory transduction
OR10H2	Olfactory transduction
OR10H1	Olfactory transduction
OR8B2	Olfactory transduction
OR7E24	Olfactory transduction
OR7C2	Olfactory transduction
OR7A5	Olfactory transduction
OR7C1	Olfactory transduction
OR4F4	Olfactory transduction
OR4F3	Olfactory transduction
OR4E2	Olfactory transduction
OR4D1	Olfactory transduction
OR2W1	Olfactory transduction
OR2V1	Olfactory transduction
OR1L3	Olfactory transduction
OR1L1	Olfactory transduction
OR1J2	Olfactory transduction
OR51B5	Olfactory transduction
OR10AG1	Olfactory transduction
OR5J2	Olfactory transduction
OR4C12	Olfactory transduction
OR8D1	Olfactory transduction
OR8B4	Olfactory transduction
OR10A4	Olfactory transduction
OR6C6	Olfactory transduction
OR4N4	Olfactory transduction
OR10H5	Olfactory transduction
OR2L13	Olfactory transduction
OR14A16	Olfactory transduction
OR13C9	Olfactory transduction
OR13D1	Olfactory transduction
OR8D4	Olfactory transduction
OR5F1	Olfactory transduction
OR52L1	Olfactory transduction
OR2AG2	Olfactory transduction
OR52B6	Olfactory transduction
OR2AT4	Olfactory transduction
OR10A2	Olfactory transduction
OR6C4	Olfactory transduction
OR8S1	Olfactory transduction
OR6S1	Olfactory transduction
OR6F1	Olfactory transduction
OR14K1	Olfactory transduction
OR2W3	Olfactory transduction
OR2T8	Olfactory transduction
OR2T3	Olfactory transduction
OR10R2	Olfactory transduction
OR2T29	Olfactory transduction
OR6V1	Olfactory transduction
OR2A12	Olfactory transduction
OR2A1	Olfactory transduction
OR1J1	Olfactory transduction
OR13H1	Olfactory transduction
OR56B1	Olfactory transduction
OR14A2	Olfactory transduction
OR52K1	Olfactory transduction
OR51D1	Olfactory transduction
OR52A5	Olfactory transduction
OR51B6	Olfactory transduction
OR51M1	Olfactory transduction
OR51Q1	Olfactory transduction
OR51I1	Olfactory transduction
OR51I2	Olfactory transduction
OR52D1	Olfactory transduction
OR52H1	Olfactory transduction
OR52N4	Olfactory transduction
OR52N5	Olfactory transduction
OR52N2	Olfactory transduction
OR52E6	Olfactory transduction
OR52E4	Olfactory transduction
OR56A3	Olfactory transduction
OR4X1	Olfactory transduction
OR5D16	Olfactory transduction
OR5W2	Olfactory transduction
OR8H2	Olfactory transduction
OR8H3	Olfactory transduction
OR5T3	Olfactory transduction
OR8K1	Olfactory transduction
OR5M9	Olfactory transduction
OR5AK2	Olfactory transduction
OR5B2	Olfactory transduction
OR5B12	Olfactory transduction
OR5AN1	Olfactory transduction
OR10V1	Olfactory transduction
OR6X1	Olfactory transduction
OR6M1	Olfactory transduction
OR10G4	Olfactory transduction
OR8B3	Olfactory transduction
OR8A1	Olfactory transduction
OR6C1	Olfactory transduction
OR6C75	Olfactory transduction
OR6C76	Olfactory transduction
OR6C70	Olfactory transduction
OR4N2	Olfactory transduction
OR4K2	Olfactory transduction
OR4N5	Olfactory transduction
OR11G2	Olfactory transduction
OR11H4	Olfactory transduction
OR5AU1	Olfactory transduction
OR4F6	Olfactory transduction
OR4F15	Olfactory transduction
OR7G2	Olfactory transduction
OR7G3	Olfactory transduction
OR10K1	Olfactory transduction
OR6Y1	Olfactory transduction
OR6K3	Olfactory transduction
OR11L1	Olfactory transduction
OR2AK2	Olfactory transduction
OR2L3	Olfactory transduction
OR2M2	Olfactory transduction
OR2T33	Olfactory transduction
OR2M7	Olfactory transduction
OR2G6	Olfactory transduction
OR2A25	Olfactory transduction
OR13J1	Olfactory transduction
OR1L6	Olfactory transduction
OR1K1	Olfactory transduction,Olfactory transduction
OR5C1	Olfactory transduction
OR2A5	Olfactory transduction
OR2A7	Olfactory transduction
OR51T1	Olfactory transduction
OR51A4	Olfactory transduction
OR51A2	Olfactory transduction
OR2T2	Olfactory transduction
OR14I1	Olfactory transduction
OR5K2	Olfactory transduction
OR2A42	Olfactory transduction
OR2T27	Olfactory transduction
OR4A47	Olfactory transduction
OR5H14	Olfactory transduction
OR5H15	Olfactory transduction
OR5K3	Olfactory transduction
OR5K4	Olfactory transduction
OR6C65	Olfactory transduction
OR4F21	Olfactory transduction
OR9K2	Olfactory transduction
OR4M1	Olfactory transduction
OR10J3	Olfactory transduction
OR13G1	Olfactory transduction
OR2B3	Olfactory transduction
OR2J1	Olfactory transduction
OR10C1	Olfactory transduction
OR2A2	Olfactory transduction
OR1D2	Olfactory transduction
OR1F1	Olfactory transduction
OR2C1	Olfactory transduction
OR3A1	Olfactory transduction
OR3A2	Olfactory transduction
OR2S2	Olfactory transduction
ANO2	Olfactory transduction
RGS2	Olfactory transduction,Oxytocin signaling pathway,cGMP-PKG signaling pathway
OR4F29	Olfactory transduction
OR5H2	Olfactory transduction
OR4K5	Olfactory transduction
OR51B4	Olfactory transduction
OR4C5	Olfactory transduction
OR4F5	Olfactory transduction,Olfactory transduction
OR2A4	Olfactory transduction
OR4K1	Olfactory transduction
OR5AC2	Olfactory transduction
OR4F17	Olfactory transduction
OR4K15	Olfactory transduction
OR51G2	Olfactory transduction
OR51E2	Olfactory transduction
OR4C15	Olfactory transduction
OR4A5	Olfactory transduction
OR4A16	Olfactory transduction
OR10W1	Olfactory transduction
OR2AE1	Olfactory transduction
OR4F16	Olfactory transduction
OR6N2	Olfactory transduction
OR6K2	Olfactory transduction
OR2L5	Olfactory transduction
OR2G3	Olfactory transduction
OR2G2	Olfactory transduction
OR2C3	Olfactory transduction
OR2B2	Olfactory transduction
OR1E1	Olfactory transduction
OR1E2	Olfactory transduction
OR1G1	Olfactory transduction
OR3A3	Olfactory transduction
NCALD	Olfactory transduction
OR6A2	Olfactory transduction
ALDH1L2	One carbon pool by folate
STAG3	Oocyte meiosis
SGO1	Oocyte meiosis
SPDYA	Oocyte meiosis,Progesterone-mediated oocyte maturation
FBXO5	Oocyte meiosis
AURKA	Oocyte meiosis,Progesterone-mediated oocyte maturation
OSCAR	Osteoclast differentiation
FHL2	Osteoclast differentiation
FOSL2	Osteoclast differentiation
TREM2	Osteoclast differentiation
TEC	Osteoclast differentiation,T cell receptor signaling pathway
B3GLCT	Other types of O-glycan biosynthesis
XXYLT1	Other types of O-glycan biosynthesis
POFUT1	Other types of O-glycan biosynthesis
POGLUT1	Other types of O-glycan biosynthesis
LHPP	Oxidative phosphorylation
BATF	PD-L1 expression and PD-1 checkpoint pathway in cancer
BATF3	PD-L1 expression and PD-1 checkpoint pathway in cancer
PKN3	PI3K-Akt signaling pathway
MYB	PI3K-Akt signaling pathway
LPAR5	PI3K-Akt signaling pathway,Pathogenic Escherichia coli infection,Pathways in cancer,Phospholipase D signaling pathway,Rap1 signaling pathway,Regulation of actin cytoskeleton
MAGI2	PI3K-Akt signaling pathway,Rap1 signaling pathway
APOA5	PPAR signaling pathway
FABP4	PPAR signaling pathway,Regulation of lipolysis in adipocytes
CLCA1	Pancreatic secretion,Renin secretion
CPA1	Pancreatic secretion,Protein digestion and absorption
CPA2	Pancreatic secretion,Protein digestion and absorption
CPB1	Pancreatic secretion,Protein digestion and absorption
CTRB1	Pancreatic secretion,Protein digestion and absorption
CLCA4	Pancreatic secretion,Renin secretion
CELA3B	Pancreatic secretion,Protein digestion and absorption
CTRB2	Pancreatic secretion,Protein digestion and absorption
CELA2B	Pancreatic secretion,Protein digestion and absorption
RAB27B	Pancreatic secretion
CELA2A	Pancreatic secretion,Protein digestion and absorption
RAB3D	Pancreatic secretion
CLCA2	Pancreatic secretion,Renin secretion
VNN2	Pantothenate and CoA biosynthesis
VNN1	Pantothenate and CoA biosynthesis
MMP24	Parathyroid hormone synthesis secretion and action
MMP25	Parathyroid hormone synthesis secretion and action,Parathyroid hormone synthesis secretion and action
MMP17	Parathyroid hormone synthesis secretion and action
NACA	Parathyroid hormone synthesis secretion and action
PTHLH	Parathyroid hormone synthesis secretion and action
BGLAP	Parathyroid hormone synthesis secretion and action
GCM1	Parathyroid hormone synthesis secretion and action
RUNX2	Parathyroid hormone synthesis secretion and action,Transcriptional misregulation in cancer
GCM2	Parathyroid hormone synthesis secretion and action
TRAP1	Parkinson disease,Pathways of neurodegeneration - multiple diseases
PARK7	Parkinson disease,Pathways of neurodegeneration - multiple diseases
UBE2J2	Parkinson disease,Pathways of neurodegeneration - multiple diseases,Protein processing in endoplasmic reticulum,Ubiquitin mediated proteolysis
LRRK2	Parkinson disease,Pathways of neurodegeneration - multiple diseases
GPR37	Parkinson disease,Pathways of neurodegeneration - multiple diseases
SEPTIN5	Parkinson disease,Pathways of neurodegeneration - multiple diseases
UBE2G2	Parkinson disease,Pathways of neurodegeneration - multiple diseases,Protein processing in endoplasmic reticulum,Ubiquitin mediated proteolysis
UBE2L3	Parkinson disease,Pathways of neurodegeneration - multiple diseases,Ubiquitin mediated proteolysis
